id,name,topics,n_star,n_fork,languages,p_lang
r_655,pc-m/rmuddy,[],2,0,"['l_0', 'l_4', 'l_6']","['99.84', '0.12', '0.04']"
r_656,jnicklas/merb-plugins,[],3,1,"['l_0', 'l_1']","['95.20', '4.80']"
r_657,gdagley/display_flash_helper,[],14,2,['l_0'],['100.00']
r_658,AndrewO/fast_snippet,[],5,1,['l_0'],['100.00']
r_659,hadley/profr,[],31,5,['l_39'],['100.00']
r_660,sco/fakebook,[],38,6,"['l_1', 'l_0']","['95.88', '4.12']"
r_661,subtleGradient/ruby.tmbundle,[],3,0,['l_0'],['100.00']
r_662,wizardwerdna/pokerwiz,[],3,2,"['l_0', 'l_1']","['99.87', '0.13']"
r_663,heracek/36par,[],3,1,"['l_9', 'l_8']","['64.43', '35.57']"
r_664,arunthampi/can_has_cached,[],4,0,"['l_0', 'l_1']","['60.97', '39.03']"
r_665,gabriel/capitate,[],78,8,"['l_0', 'l_1', 'l_4']","['84.21', '15.66', '0.13']"
r_666,Beladona/wowcompares,[],2,1,['l_24'],['100.00']
r_667,TekNoLogic/Blipstick,[],7,3,['l_24'],['100.00']
r_668,xrg/asterisk-xrg,[],4,0,"['l_6', 'l_9', 'l_4', 'l_10', 'l_28', 'l_1', 'l_73', 'l_3', 'l_8', 'l_48', 'l_14', 'l_30']","['97.91', '1.59', '0.24', '0.14', '0.05', '0.03', '0.02', '0.01', '0.01', '0.00', '0.00', '0.00']"
r_669,typester/clon,[],2,1,['l_10'],['100.00']
r_670,moustaki/flatscrap,[],6,6,['l_8'],['100.00']
r_671,DocSavage/rails-authorization-plugin,[],242,44,['l_0'],['100.00']
r_672,jxdm-dmoreau/tan_update,[],2,0,['l_10'],['100.00']
r_673,pcapriotti/github-trac,[],19,34,['l_8'],['100.00']
r_674,maddox/bracket_busters,[],3,2,"['l_1', 'l_0']","['78.66', '21.34']"
r_675,technoweenie/model_stubbing,[],55,8,['l_0'],['100.00']
r_676,psq/mephisto-haml-templates-plugin,[],7,7,['l_0'],['100.00']
r_677,kwatch/rubinius,[],3,1,"['l_0', 'l_6', 'l_4', 'l_49', 'l_30', 'l_74', 'l_15', 'l_9', 'l_10', 'l_2', 'l_11', 'l_39', 'l_55', 'l_75', 'l_8', 'l_26', 'l_18', 'l_56']","['49.48', '36.31', '6.56', '1.84', '1.48', '1.05', '0.80', '0.79', '0.71', '0.46', '0.25', '0.19', '0.06', '0.01', '0.00', '0.00', '0.00', '0.00']"
r_678,maddox/freelancer,[],19,9,"['l_1', 'l_0']","['66.08', '33.92']"
r_679,ELLIOTTCABLE/ruby-svg,[],11,3,['l_0'],['100.00']
r_680,wesabe/puppet-apache2,[],22,13,"['l_2', 'l_27', 'l_76']","['83.35', '15.82', '0.83']"
r_681,vanpelt/jsawesome,[],68,7,"['l_1', 'l_0']","['92.90', '7.10']"
r_682,jwillebrands/git,[],3,0,['l_24'],['100.00']
r_683,LeonB/jruby_gst,[],2,1,['l_0'],['100.00']
r_684,KeithHanson/rmuddy,[],4,7,"['l_0', 'l_4', 'l_6']","['99.84', '0.12', '0.04']"
r_685,yfactorial/gtdtracks,[],3,2,"['l_0', 'l_1']","['50.52', '49.48']"
r_686,mbleigh/ruby-github,[],59,10,['l_0'],['100.00']
r_687,medwards/free-library-on-rails,[],13,5,"['l_0', 'l_2', 'l_1', 'l_14', 'l_10']","['71.92', '19.02', '5.23', '3.58', '0.25']"
r_688,seaofclouds/good-browser-bad-browser,[],6,2,"['l_0', 'l_1']","['76.96', '23.04']"
r_689,trms/fixmpeg,[],2,0,['l_25'],['100.00']
r_690,abhay/calais,[],134,51,['l_0'],['100.00']
r_691,mattetti/will_paginate,[],4,1,['l_0'],['100.00']
r_692,tobi/locking,[],14,2,['l_0'],['100.00']
r_693,tobi/cacheable,[],21,24,['l_0'],['100.00']
r_694,dustin/cache_fu,[],4,0,['l_0'],['100.00']
r_695,langalex/dead_simple_reports,[],15,0,['l_0'],['100.00']
r_696,dyoder/pages,[],10,5,"['l_1', 'l_0']","['60.77', '39.23']"
r_697,cstoner/ergo,[],5,1,['l_77'],['100.00']
r_698,ejdraper/merb-manage,[],29,4,[],[]
r_699,ynd/clisp-branch--ynd-devel,[],4,2,"['l_5', 'l_6', 'l_78', 'l_4', 'l_9', 'l_12', 'l_28', 'l_10', 'l_0']","['64.13', '29.03', '3.36', '2.32', '0.69', '0.35', '0.06', '0.05', '0.00']"
r_700,nklein/com-nklein-util-general,[],2,0,['l_5'],['100.00']
r_701,beastaugh/tarski-utilities,[],4,3,['l_0'],['100.00']
r_702,pyrat/ruby-on-rails-tmbundle,[],2,0,"['l_0', 'l_1']","['82.60', '17.40']"
r_703,dsisnero/emacs-rails,[],3,4,['l_12'],['100.00']
r_704,xaviershay/lesstile,[],15,3,['l_0'],['100.00']
r_705,jiku/bks,[],2,0,"['l_0', 'l_1']","['99.46', '0.54']"
r_706,farktronix/gittools,[],11,4,['l_8'],['100.00']
r_707,ciaran/tm-completion,[],44,6,['l_0'],['100.00']
r_708,tsgates/git-emacs,[],194,51,"['l_12', 'l_11']","['99.47', '0.53']"
r_709,macournoyer/thin,"['thin', 'ruby', 'web-server', 'server', 'rails', 'rack']",2215,346,"['l_0', 'l_6', 'l_2', 'l_79', 'l_14', 'l_4', 'l_1']","['76.78', '13.70', '6.38', '1.90', '0.72', '0.47', '0.05']"
r_710,TwP/bitwise,[],7,0,['l_0'],['100.00']
r_711,bmizerany/attrubates,[],3,1,['l_0'],['100.00']
r_712,joshuamckenty/elderbrowser,[],5,3,"['l_14', 'l_1', 'l_4']","['96.58', '2.59', '0.84']"
r_713,joshuabates/acts_as_url_param,[],2,0,['l_0'],['100.00']
r_714,mza/mofo,[],3,0,"['l_1', 'l_0']","['72.66', '27.34']"
r_715,mephistorb/mephisto,[],259,111,"['l_0', 'l_1']","['92.93', '7.07']"
r_716,henrik/git-tmbundle,[],2,0,"['l_0', 'l_1']","['98.35', '1.65']"
r_717,mattetti/globalite-example,[],11,1,"['l_0', 'l_1']","['99.51', '0.49']"
r_718,sr/tasks,[],7,3,['l_0'],['100.00']
r_719,giom/merb-plugins,[],2,0,['l_0'],['100.00']
r_720,jchris/rest-client,[],4,0,['l_0'],['100.00']
r_721,cv/io-collocation,[],5,0,['l_80'],['100.00']
r_722,aogail/platform,[],2,0,['l_0'],['100.00']
r_723,mehulshah/vanilla-rb,[],3,0,"['l_0', 'l_1']","['98.57', '1.43']"
r_724,langalex/forms-fu,[],7,0,['l_0'],['100.00']
r_725,gwynm/mailtrap,[],13,2,['l_0'],['100.00']
r_726,fleadope/dm-core,[],3,0,"['l_0', 'l_4']","['99.71', '0.29']"
r_727,lydgate/git-todo-py,[],20,7,['l_8'],['100.00']
r_728,halfbyte/minitowel,[],4,1,"['l_1', 'l_0']","['85.44', '14.56']"
r_729,matthiask/swisdk2,[],5,5,"['l_3', 'l_81', 'l_1', 'l_58', 'l_4']","['98.09', '1.22', '0.54', '0.09', '0.06']"
r_730,jesper/ilineedit,[],3,1,['l_9'],['100.00']
r_731,ayn/acts-as-readable,[],2,1,['l_0'],['100.00']
r_732,jamis/net-ssh-multi,[],43,22,['l_0'],['100.00']
r_733,schlu/simpltryjs,[],3,1,"['l_1', 'l_0']","['96.03', '3.97']"
r_734,rincewind/nu,[],3,1,"['l_18', 'l_36', 'l_6', 'l_12', 'l_30', 'l_2', 'l_0', 'l_4', 'l_11', 'l_9']","['57.09', '18.31', '15.11', '3.12', '3.01', '1.69', '0.99', '0.45', '0.15', '0.09']"
r_735,eventualbuddha/sake-git,[],15,5,['l_0'],['100.00']
r_736,insomniapps/crushinator,[],4,0,['l_0'],['100.00']
r_737,nelstrom/elastosass,[],3,1,"['l_14', 'l_2', 'l_0']","['56.86', '32.54', '10.60']"
r_738,llimllib/pymag-trees,"['python', 'trees', 'graphics']",171,34,"['l_8', 'l_2']","['67.17', '32.83']"
r_739,lmarlow/gemedit,[],106,9,['l_0'],['100.00']
r_740,atog/twingle,[],4,0,['l_0'],['100.00']
r_741,dchelimsky/rspec,[],1744,183,"['l_0', 'l_2', 'l_82']","['76.44', '18.29', '5.26']"
r_742,signup-disabled/small,[],4,1,[],[]
r_743,schacon/munger,[],82,20,['l_0'],['100.00']
r_744,jeremyevans/ape_tag_libs,[],12,6,"['l_6', 'l_8', 'l_24', 'l_0', 'l_7', 'l_71', 'l_38', 'l_10', 'l_80', 'l_31', 'l_42', 'l_29', 'l_11', 'l_4', 'l_47']","['23.09', '13.28', '11.10', '11.07', '9.68', '8.73', '7.02', '6.97', '4.72', '2.89', '0.52', '0.51', '0.38', '0.04', '0.02']"
r_745,victor/mephisto,[],3,0,"['l_0', 'l_1']","['93.00', '7.00']"
r_746,ericstewart/fixture-scenarios,[],2,0,['l_0'],['100.00']
r_747,foca/rdie,[],5,0,['l_0'],['100.00']
r_748,mmower/platform,[],7,6,['l_0'],['100.00']
r_749,tacvbo/yacleaner,[],3,3,[],[]
r_750,corasaurus-hex/limechat-grayzone,[],5,1,['l_14'],['100.00']
r_751,defunkt/rtimeout,[],6,4,['l_0'],['100.00']
r_752,saimonmoore/backgroundjob,[],8,4,['l_0'],['100.00']
r_753,kbingman/bkr,[],5,1,"['l_1', 'l_0']","['85.15', '14.85']"
r_754,shirkevich/ultimate-beast,[],18,3,"['l_0', 'l_1']","['92.11', '7.89']"
r_755,fightinjoe/fightinjoe-merb-blog,[],6,2,"['l_0', 'l_1']","['52.80', '47.20']"
r_756,kumpera/dataflow,[],9,3,"['l_25', 'l_4']","['99.26', '0.74']"
r_757,gareth/ruby-freebase,[],2,0,['l_0'],['100.00']
r_758,jim/gizmos,[],8,1,['l_1'],['100.00']
r_759,daikini/kato,[],6,0,"['l_0', 'l_1']","['66.64', '33.36']"
r_760,mackstann/whimsy,[],61,12,"['l_8', 'l_4']","['98.98', '1.02']"
r_761,webmat/try_require,[],2,0,['l_0'],['100.00']
r_762,steveh/flight-planner,[],3,1,['l_0'],['100.00']
r_763,liquidz/gauche,[],4,0,"['l_26', 'l_4']","['99.89', '0.11']"
r_764,HusseinMorsy/railsbuch_theme,"['rails', 'book', 'learning']",4,1,[],[]
r_765,psq/matzbot,[],3,0,['l_0'],['100.00']
r_766,seven1m/onebody,"['ruby', 'ruby-on-rails', 'mysql', 'churches', 'social-network']",1404,297,"['l_0', 'l_21', 'l_14', 'l_2', 'l_1', 'l_19', 'l_72', 'l_4']","['69.32', '15.98', '6.88', '2.29', '1.90', '1.68', '1.37', '0.58']"
r_767,maddox/iphone2itunes,[],2,0,"['l_1', 'l_3']","['85.22', '14.78']"
r_768,PhilGeek/raz,[],3,3,"['l_49', 'l_48', 'l_4']","['96.36', '3.14', '0.50']"
r_769,adelcambre/textilizefu,[],5,5,['l_0'],['100.00']
r_770,russ/rbwebkitgtk,[],7,1,"['l_6', 'l_0', 'l_4']","['56.34', '42.99', '0.68']"
r_771,drnic/pastie-packer,[],12,3,['l_0'],['100.00']
r_772,shibu/pyspec,[],6,3,['l_8'],['100.00']
r_773,pdsphil/ruby-merlin,[],2,2,['l_0'],['100.00']
r_774,anaisbetts/yikes,[],4,3,"['l_6', 'l_9', 'l_30', 'l_4', 'l_15', 'l_10', 'l_1', 'l_11', 'l_0', 'l_2', 'l_58', 'l_18', 'l_83', 'l_84', 'l_14']","['79.99', '15.23', '1.57', '0.77', '0.57', '0.48', '0.41', '0.38', '0.19', '0.17', '0.09', '0.07', '0.05', '0.02', '0.01']"
r_775,heycarsten/email-veracity,[],131,12,['l_0'],['100.00']
r_776,zengjie/zengjie.github.com,[],2,0,[],[]
r_777,collectiveidea/random_finders,[],15,5,['l_0'],['100.00']
r_778,hubris/starutils,[],2,1,['l_9'],['100.00']
r_779,santry/flickrtags,[],7,7,['l_0'],['100.00']
r_780,dxoigmn/achilles,[],8,2,"['l_0', 'l_1']","['90.52', '9.48']"
r_781,lukemelia/facebox,[],4,2,"['l_1', 'l_4']","['95.19', '4.81']"
r_782,TekNoLogic/TourGuide,[],16,25,['l_24'],['100.00']
r_783,bricooke/assistance,[],2,2,['l_0'],['100.00']
r_784,KirinDave/leetchat,[],3,4,[],[]
r_785,wycats/textmate,[],159,18,['l_0'],['100.00']
r_786,kentaro/emacs-ditz,[],37,4,['l_12'],['100.00']
r_787,topfunky/gruff,[],1295,241,"['l_0', 'l_4', 'l_20']","['99.14', '0.65', '0.21']"
r_788,queso/signal-wiki,[],72,14,"['l_0', 'l_1']","['72.52', '27.48']"
r_789,pezra/rspec-mode,[],248,110,"['l_12', 'l_85', 'l_11']","['91.63', '6.77', '1.60']"
r_790,pat/riddle,"['ruby', 'sphinx', 'search', 'full-text-search']",136,67,"['l_0', 'l_4']","['98.50', '1.50']"
r_791,osteele/openlaszlo_plugin,"['rails-plugins', 'open-laszlo', 'rails']",4,2,"['l_1', 'l_0']","['54.09', '45.91']"
r_792,JackDanger/sweet_assets,[],11,2,['l_0'],['100.00']
r_793,kastner/audio-sinner,[],4,0,"['l_0', 'l_1']","['81.93', '18.07']"
r_794,cristiantacchi/arista-tres,[],3,0,[],[]
r_795,slim/cgit,[],5,2,['l_3'],['100.00']
r_796,iamruinous/twittersign,[],8,1,"['l_0', 'l_1']","['99.47', '0.53']"
r_797,drone-rites/reputator,[],4,1,['l_37'],['100.00']
r_798,kad3nce/altered_beast,[],4,0,"['l_0', 'l_1']","['89.25', '10.75']"
r_799,knzconnor/range_set,[],3,0,['l_0'],['100.00']
r_800,mrschyte/template-sort-library,[],2,1,['l_9'],['100.00']
r_801,kogakure/moinmoin-theme-kaijin,"['moinmoin', 'theme']",9,1,"['l_8', 'l_14']","['80.24', '19.76']"
r_802,cardmagic/classifier,[],653,131,['l_0'],['100.00']
r_803,boone/restful-authentication,[],2,0,['l_0'],['100.00']
r_804,mde/fleegix-js-javascript-toolkit,[],15,1,"['l_1', 'l_0', 'l_3']","['99.40', '0.55', '0.05']"
r_805,rsl/acts_as_snook,[],105,9,['l_0'],['100.00']
r_806,robertknight/konsole,[],58,24,"['l_9', 'l_6', 'l_10', 'l_4']","['87.45', '9.55', '2.74', '0.25']"
r_807,mbleigh/mash,[],61,7,['l_0'],['100.00']
r_808,nmeans/sinatra,[],3,0,['l_0'],['100.00']
r_809,davemerwin/960-grid-system,[],9,0,[],[]
r_810,khangtoh/feather,[],3,0,"['l_0', 'l_1']","['92.20', '7.80']"
r_811,bartcortooms/ikhebhonger,[],4,2,"['l_1', 'l_0']","['71.39', '28.61']"
r_812,nathansobo/hyperarchy,[],24,7,"['l_0', 'l_19']","['77.82', '22.18']"
r_813,acgourley/watchdog,[],4,0,"['l_8', 'l_1']","['97.08', '2.92']"
r_814,minesh/projects,[],3,0,"['l_6', 'l_10', 'l_30', 'l_8', 'l_9', 'l_4', 'l_18']","['77.66', '17.31', '2.85', '1.28', '0.64', '0.24', '0.02']"
r_815,ianwhite/garlic,[],34,2,"['l_0', 'l_4']","['97.06', '2.94']"
r_816,dougal/daemon_generator,[],96,25,['l_0'],['100.00']
r_817,qzio/tinly,[],6,3,"['l_3', 'l_1']","['99.69', '0.31']"
r_818,blueguru/cmsmadesimple-2-0,[],3,0,[],[]
r_819,kitplummer/xmpp4rails,[],17,1,['l_0'],['100.00']
r_820,cyu/beast_iphone_plugin,[],12,1,"['l_1', 'l_0']","['79.18', '20.82']"
r_821,bscofield/sandstone,[],5,10,['l_0'],['100.00']
r_822,isaac/markaby,[],3,1,['l_0'],['100.00']
r_823,potatosalad/rak,[],2,1,"['l_0', 'l_8']","['99.74', '0.26']"
r_824,bumi/tokenizer,[],17,3,['l_1'],['100.00']
r_825,jchris/fug-this-,[],6,1,"['l_1', 'l_8']","['95.12', '4.88']"
r_826,freireag/bambooine,[],1,1,"['l_0', 'l_1']","['99.79', '0.21']"
r_827,purcell/rails-runit,[],43,5,"['l_4', 'l_0']","['98.92', '1.08']"
r_828,macournoyer/thin-turbo,[],47,1,"['l_6', 'l_0']","['91.66', '8.34']"
r_829,jgornick/proto,[],3,0,"['l_10', 'l_1', 'l_14', 'l_3', 'l_0', 'l_4']","['81.34', '10.97', '5.44', '2.03', '0.20', '0.02']"
r_830,tra/spawnling,[],397,84,['l_0'],['100.00']
r_831,cptfinch/machine_qc,[],0,0,"['l_0', 'l_14', 'l_2', 'l_25', 'l_3', 'l_1', 'l_86']","['80.38', '8.56', '8.51', '1.53', '0.88', '0.08', '0.06']"
r_832,joshknowles/db-populate,[],20,18,['l_0'],['100.00']
r_833,adamhjk/facter,[],2,1,['l_0'],['100.00']
r_834,schacon/git-ruby,[],45,15,['l_0'],['100.00']
r_835,fairchild/smartpilot,[],5,3,"['l_11', 'l_87', 'l_9']","['48.71', '42.94', '8.35']"
r_836,gerard/mortal-coil,[],6,5,['l_6'],['100.00']
r_837,yrashk/lilu,[],7,5,['l_0'],['100.00']
r_838,khigia/ocaml-fuzlog,[],7,1,['l_77'],['100.00']
r_839,rliebling/fake,[],3,0,['l_6'],['100.00']
r_840,lak/puppetshow,[],4,6,"['l_1', 'l_0']","['67.32', '32.68']"
r_841,gustin/comatose,[],3,1,"['l_0', 'l_1']","['88.04', '11.96']"
r_842,oboxodo/acts_as_extensible,[],2,1,['l_0'],['100.00']
r_843,bmizerany/thin,[],4,0,"['l_0', 'l_6', 'l_1']","['89.14', '10.80', '0.07']"
r_844,jackdempsey/attachmerb_fu,[],19,8,['l_0'],['100.00']
r_845,m3talsmith/barter,[],10,1,"['l_0', 'l_1']","['96.62', '3.38']"
r_846,thepatrick/cheetahwatch,[],45,21,"['l_18', 'l_2']","['98.76', '1.24']"
r_847,hallski/loudmouth-ruby,[],15,6,"['l_6', 'l_0']","['95.21', '4.79']"
r_848,fabien/merb-manage,[],3,0,[],[]
r_849,Judeqiu/testprj,[],3,0,[],[]
r_850,mully/redmine_ticket_emailer,[],21,8,['l_0'],['100.00']
r_851,fightinjoe/god,[],3,0,"['l_0', 'l_6', 'l_1']","['91.88', '4.63', '3.49']"
r_852,paltman-archive/pycalais,[],10,2,['l_8'],['100.00']
r_853,lukec/cpan-selenium-rc-perl,[],32,14,['l_10'],['100.00']
r_854,jeremyevans/ruby-vorbis_comment,[],4,1,"['l_6', 'l_0']","['61.41', '38.59']"
r_855,openminds/ruby-mollom,[],15,2,['l_0'],['100.00']
r_856,sintaxi/merbums,[],3,2,['l_0'],['100.00']
r_857,bumi/resizer,[],5,0,['l_1'],['100.00']
r_858,teknofire/zunkfs,[],3,0,"['l_6', 'l_4']","['99.73', '0.27']"
r_859,jnewland/gsa-feeds,[],7,5,"['l_0', 'l_1']","['63.77', '36.23']"
r_860,methodmissing/cache_fu,[],3,0,['l_0'],['100.00']
r_861,nex3/cheat,[],7,1,['l_0'],['100.00']
r_862,drnic/drnic_js_test_helpers,[],13,3,"['l_1', 'l_0']","['74.60', '25.40']"
r_863,thinkerbot/tap,[],20,0,"['l_0', 'l_1']","['99.29', '0.71']"
r_864,reinh/gitviz,[],12,0,['l_0'],['100.00']
r_865,labria/rails-ssl-authentication,[],15,3,"['l_0', 'l_1']","['99.66', '0.34']"
r_866,guan/rails,[],1,0,"['l_0', 'l_1', 'l_4']","['99.99', '0.00', '0.00']"
r_867,alx/delicious-bot,[],7,1,['l_0'],['100.00']
r_868,keita/benchmarkx,[],5,1,['l_0'],['100.00']
r_869,rtomayko/adoc-themes,[],23,7,['l_0'],['100.00']
r_870,mvanholstyn/mhs_testing,[],9,0,['l_0'],['100.00']
r_871,aaronkhawkins/sitdown,[],4,0,"['l_0', 'l_1']","['99.63', '0.37']"
r_872,rmm5t/maxframe.el,"['emacs-lisp', 'emacs']",52,16,['l_12'],['100.00']
r_873,TekNoLogic/GreedBeacon,[],6,3,['l_24'],['100.00']
r_874,Jabbslad/experimental,[],3,1,['l_0'],['100.00']
r_875,luciano-zz/ltm,[],3,0,[],[]
r_876,mackstann/sqlite-constraint-msg,[],3,2,[],[]
r_877,technoweenie/attachment_fu,[],1023,323,['l_0'],['100.00']
r_878,spejman/meta-rails,[],5,3,['l_0'],['100.00']
r_879,prepor/prepor-ru,[],1,2,"['l_3', 'l_1']","['85.35', '14.65']"
r_880,jparker/template,[],4,3,"['l_0', 'l_1']","['99.24', '0.76']"
r_881,zeke/firefox-history-analyzer,[],6,6,['l_0'],['100.00']
r_882,tommorris/reddy,[],47,5,[],[]
r_883,kylecordes/mathdrill,[],5,2,"['l_88', 'l_4']","['99.50', '0.50']"
r_884,rpj/qwit,[],5,1,['l_10'],['100.00']
r_885,snoack/music-renamer,[],5,3,['l_8'],['100.00']
r_886,matthewtodd/wordpress,[],7,6,['l_0'],['100.00']
r_887,pontus/imapfilter,[],3,3,"['l_8', 'l_4']","['94.61', '5.39']"
r_888,codemac/blogit,[],3,0,"['l_8', 'l_6']","['97.84', '2.16']"
r_889,tms005/cvs,[],2,0,[],[]
r_890,purcell/db_console,[],3,0,['l_0'],['100.00']
r_891,ericgoodwin/gitty-migrations,[],8,3,['l_0'],['100.00']
r_892,ezmobius/nanite,[],737,70,['l_0'],['100.00']
r_893,sr/git-wiki,[],529,237,['l_0'],['100.00']
r_894,jcfischer/intldatefield,[],4,1,['l_0'],['100.00']
r_895,timshadel/jboss-rules-presentation-may-2007,[],4,1,['l_13'],['100.00']
r_896,mwalker/sinatra,[],2,0,['l_0'],['100.00']
r_897,jmatt/urlnows,[],3,1,['l_37'],['100.00']
r_898,xaviershay/sandbox,[],14,5,"['l_1', 'l_0', 'l_2', 'l_71', 'l_38', 'l_14', 'l_4']","['45.65', '41.00', '5.73', '5.14', '1.26', '0.90', '0.32']"
r_899,halorgium/ruby-git,[],3,0,['l_0'],['100.00']
r_900,lypanov/ruvi,[],5,2,['l_0'],['100.00']
r_901,jeremyevans/sequel,[],4745,1077,"['l_0', 'l_2', 'l_14']","['98.47', '1.38', '0.15']"
r_902,zackchandler/acts_as_quickbooks_model,[],26,5,['l_0'],['100.00']
r_903,ianwhite/rspec-dev,[],3,0,"['l_0', 'l_1']","['99.39', '0.61']"
r_904,avh4/time-tracker-for-mac,[],34,10,"['l_18', 'l_0', 'l_8']","['49.67', '42.28', '8.05']"
r_905,osteele/javascript_fu,[],9,2,['l_0'],['100.00']
r_906,frederik/movie_handler,[],3,1,['l_0'],['100.00']
r_907,garth/commandpost,[],10,1,"['l_1', 'l_14']","['91.25', '8.75']"
r_908,mbleigh/from_param,[],14,1,['l_0'],['100.00']
r_909,zdennis/strac,[],6,1,"['l_0', 'l_1']","['97.85', '2.15']"
r_910,matschaffer/mechaflickr,[],3,2,"['l_0', 'l_1']","['64.10', '35.90']"
r_911,jamesgolick/attribute_fu,[],99,21,['l_0'],['100.00']
r_912,zapnap/dialtone,[],8,1,['l_0'],['100.00']
r_913,keibro/twikkir,[],4,0,"['l_1', 'l_13']","['89.29', '10.71']"
r_914,dag/ruby-statgrab,[],12,0,"['l_6', 'l_0']","['99.80', '0.20']"
r_915,eklitzke/oakland-crime-scraper,[],7,1,['l_8'],['100.00']
r_916,abossenbroek/odesolvers,[],4,0,['l_6'],['100.00']
r_917,davidjrice/mowawi,[],4,0,"['l_0', 'l_1']","['72.36', '27.64']"
r_918,osteele/jcon,"['json', 'json-schema', 'ruby-gems']",4,0,['l_0'],['100.00']
r_919,dtsato/dojosp,[],8,2,['l_49'],['100.00']
r_920,auser/merb-plugins,[],3,1,['l_0'],['100.00']
r_921,kevinansfield/viper,[],4,3,"['l_0', 'l_1']","['69.33', '30.67']"
r_922,daikini/chunky_bacon,[],5,1,"['l_1', 'l_0']","['57.14', '42.86']"
r_923,flogic/autochronic,[],15,5,['l_0'],['100.00']
r_924,xraid/sequel,[],3,1,"['l_0', 'l_2', 'l_14']","['98.46', '1.38', '0.16']"
r_925,seangeo/ratom,[],98,31,['l_0'],['100.00']
r_926,andykent/jquery-humanize-messages-plugin,[],28,8,[],[]
r_927,thoughtbot/jester,[],146,8,['l_1'],['100.00']
r_928,geoffgarside/angel,[],9,0,"['l_0', 'l_1']","['63.41', '36.59']"
r_929,lachie/roro-faces,[],11,3,"['l_0', 'l_1']","['71.58', '28.42']"
r_930,jjune/chicago,[],3,1,"['l_0', 'l_1']","['67.86', '32.14']"
r_931,mileszs/dotfiles,[],31,8,"['l_28', 'l_4', 'l_0', 'l_7']","['83.57', '14.05', '2.28', '0.09']"
r_932,abbra/samba3-howto-russian,[],4,5,[],[]
r_933,mattetti/merb-plugins,[],4,0,"['l_1', 'l_0', 'l_10']","['54.22', '45.73', '0.05']"
r_934,mkultra-zz/mkultra,[],2,0,[],[]
r_935,tslocke/hobocentral,[],9,4,[],[]
r_936,eastmedia/acts_as_slugable,[],15,0,['l_0'],['100.00']
r_937,uggedal/halcyon,[],2,0,"['l_13', 'l_0', 'l_3']","['96.67', '3.16', '0.16']"
r_938,zh/tamanegi,[],10,0,['l_0'],['100.00']
r_939,caius/php-faker,[],49,18,['l_3'],['100.00']
r_940,robbyrussell/masochism,[],3,1,['l_0'],['100.00']
r_941,wycats/osx-window-sizing,[],42,26,[],[]
r_942,DotNetOpenAuth/DotNetOpenAuth,[],1716,745,"['l_25', 'l_1', 'l_2', 'l_14']","['97.90', '1.88', '0.15', '0.06']"
r_943,joannou/nstableviewftw,[],5,1,['l_1'],['100.00']
r_944,osteele/cl-spec,"['common-lisp', 'testing-tools', 'bdd-framework']",18,2,"['l_5', 'l_0']","['99.03', '0.97']"
r_945,quake/cache_fu,[],3,0,['l_0'],['100.00']
r_946,lamdor/programming-erlang,[],3,1,"['l_7', 'l_4']","['99.46', '0.54']"
r_947,anildigital/getfake,[],3,3,"['l_0', 'l_1']","['96.67', '3.33']"
r_948,piclez/pmpknpi,[],3,0,"['l_0', 'l_1']","['92.70', '7.30']"
r_949,mikedamage/incremental-backup-system,[],6,1,"['l_0', 'l_1']","['99.58', '0.42']"
r_950,jchris/portable-google-app-engine-sdk,[],23,4,"['l_8', 'l_6', 'l_1', 'l_4']","['86.64', '11.32', '2.03', '0.01']"
r_951,jmettraux/rufus-mnemo,[],78,2,['l_0'],['100.00']
r_952,mikedamage/folio,[],7,0,"['l_1', 'l_0']","['80.28', '19.72']"
r_953,mreid/feed-bag,[],9,5,"['l_0', 'l_4']","['94.88', '5.12']"
r_954,noelrappin/rails-iui,[],141,22,['l_0'],['100.00']
r_955,justinweiss/weisscast,[],4,1,"['l_0', 'l_1']","['99.27', '0.73']"
r_956,jcfischer/referenz2,[],13,4,"['l_1', 'l_0']","['77.80', '22.20']"
r_957,drodriguez/gitnub,[],3,0,"['l_0', 'l_18']","['97.54', '2.46']"
r_958,funkatron/lyrics,[],3,0,"['l_8', 'l_1']","['89.47', '10.53']"
r_959,daikini/paysimple,[],7,3,['l_0'],['100.00']
r_960,planetbeing/forcedeth-osx,[],9,0,['l_9'],['100.00']
r_961,codahale/hadoop-streaming,[],8,2,['l_8'],['100.00']
r_962,timparkin/into-the-light,[],2,1,"['l_1', 'l_8', 'l_4']","['79.35', '20.60', '0.05']"
r_963,code-lts/jquery-uitablefilter,"['jquery', 'jquery-plugin', 'table-filter']",58,21,"['l_1', 'l_2']","['81.05', '18.95']"
r_964,nutrun/queueue,[],7,0,['l_0'],['100.00']
r_965,tore/trafficsim,[],2,0,['l_8'],['100.00']
r_966,halfbyte/reactivision_test,[],3,1,['l_0'],['100.00']
r_967,evocateur/wp-facebox,[],4,0,"['l_1', 'l_3']","['67.46', '32.54']"
r_968,benschwarz/muxtape-rb,[],9,1,['l_0'],['100.00']
r_969,TomK32/feedme,[],4,2,"['l_0', 'l_1']","['98.47', '1.53']"
r_970,Fil/facebox,[],2,0,"['l_1', 'l_4']","['96.72', '3.28']"
r_971,purcell/airspeed,[],84,34,['l_8'],['100.00']
r_972,davidsmalley/extensionless_format,[],10,5,['l_0'],['100.00']
